username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,vandal
Sean mcgravy,0,0,0,1,0,0,0,0,0,1,1,0,1
Don Lancaster,1,0,0,1,1,1,1,0,1,1,0,0,0
Siddharth.shrawan,0,0,0,1,0,1,1,0,0,1,0,0,1
Erezcorech,1,0,1,0,1,0,1,1,1,1,0,0,0
Thtbritishguy,0,0,0,0,0,0,0,0,0,0,0,0,1
Sterlinggreeson,1,1,1,1,0,0,1,0,1,1,0,1,0
Alfievorn,0,0,0,0,0,0,0,1,0,0,0,0,1
AznRiceBallz,0,0,0,1,0,1,1,0,0,1,0,0,1
Davidshorter,1,0,1,0,0,0,1,0,1,0,0,1,0
Oakes61,0,0,0,1,1,1,1,0,0,1,0,0,0
Kozycub,0,0,0,0,0,1,1,0,0,1,0,0,1
Jeanpauljoseph,0,0,1,0,0,0,0,0,1,0,0,1,0
Bullblade,1,1,1,1,1,1,1,0,1,1,1,0,0
Mynameistomex,0,0,0,0,0,1,1,0,0,1,1,0,1
Jhfjhfjhfh,0,0,0,0,0,0,0,0,0,0,0,1,1
Cbegman19,0,0,0,1,0,0,0,0,0,1,0,0,1
Maddogmc,0,0,0,1,1,0,0,0,0,1,0,0,1
AlanClifford419,1,0,0,0,0,0,0,0,1,0,0,1,0
Gigawaffle,0,0,0,0,0,1,1,0,0,1,0,0,1
XyoshiX3141,0,0,0,1,0,1,1,0,0,1,0,0,1
Saim.ch6,1,0,1,0,0,0,1,0,1,0,0,1,0
L.Warren18,1,1,1,1,1,1,1,0,1,1,1,1,0
ErmengardeTenderstone,1,0,1,0,1,0,1,0,1,1,0,1,0
Eric William Cochran,0,0,0,0,0,0,0,0,0,0,0,1,0
Andrew Burchett,0,0,0,1,0,1,0,0,0,1,0,0,1
Shantishri,0,0,1,0,0,0,0,0,1,0,0,1,0
Candy Ninja,0,0,0,1,0,1,1,0,0,1,0,0,1
StudiesWorld,1,1,1,1,1,1,1,0,1,1,0,1,0
Zearlepatrol,1,1,1,0,0,0,1,0,1,0,0,1,0
Raonarim,1,0,0,1,1,1,1,0,1,1,0,0,0
Firebird9,0,0,0,1,0,1,1,0,0,1,0,1,0
Ieditrandomshit,0,0,0,0,0,0,0,0,0,0,0,0,1
Sombo Chea,1,0,0,0,0,0,0,0,1,0,0,1,1
Magicmushroomz,0,0,0,1,0,0,0,0,0,1,0,0,0
Eparness,1,1,1,1,1,1,1,1,1,1,1,1,0
Yourmommylovesme,0,0,0,0,0,0,0,0,0,0,0,1,1
Blazingtech,1,0,0,0,0,0,0,0,1,0,0,1,0
Johnnysimms,0,0,0,1,0,0,0,0,0,1,0,0,1
Maheshraj.cv,1,0,0,0,0,1,0,0,1,1,0,0,0
Bhimr,0,0,0,1,1,1,1,0,0,1,0,0,0
Shoes Bear 43,0,0,1,0,0,0,0,0,1,0,0,1,0
66theo,0,0,0,0,0,1,1,0,0,1,0,0,1
Dr lailabouzeid,1,1,0,0,0,0,0,0,1,0,0,1,0
Maps9000,1,0,1,0,0,1,1,0,1,1,1,0,0
Kosaki70,0,0,0,0,0,0,0,0,0,0,0,0,1
Wednesdayfreak,0,0,0,0,0,0,0,0,0,0,0,0,1
Norwich2-1sunderland03dec2012,0,0,0,0,0,0,0,0,0,0,0,0,1
Foura,0,1,1,0,0,1,1,1,1,1,1,0,0
Lily91349,0,0,0,0,0,0,0,0,0,0,0,0,1
WillPugarth,1,1,1,1,1,1,1,0,1,1,1,1,0
Johngreen787,1,0,1,0,0,0,1,0,1,0,0,1,0
Shantsmanson,0,0,0,0,0,0,0,0,0,0,0,0,1
Luro28,0,0,0,1,1,1,1,0,0,1,0,0,1
ILM126,1,1,1,0,1,1,0,0,1,1,1,0,0
Unson,0,0,0,0,1,1,0,0,0,1,0,0,1
Iamsosmartandurnot,0,0,0,1,0,1,1,0,0,1,0,0,1
Sméagol1363,0,0,0,1,0,1,1,0,0,1,0,0,1
Tyler Chappel,1,1,1,1,1,1,1,0,1,1,0,1,0
Willem.h.rob,0,0,0,1,0,0,0,0,0,1,0,0,1
Cruzyxx,0,0,0,0,0,0,0,0,0,0,0,0,1
Meiam69,0,0,0,0,0,1,0,0,0,1,0,0,1
Douchebag 1000,0,0,0,0,0,1,0,0,0,1,0,0,1
Gomuse17,0,0,1,1,1,1,1,0,1,1,1,0,0
Freddysgonnakillyou23,0,0,0,0,0,1,0,0,0,1,0,0,1
Dick6960,0,0,0,1,0,0,0,0,0,1,0,0,1
Leaf117,0,0,0,1,1,1,1,0,0,1,1,0,1
Vinceinthebay,1,0,0,0,0,0,0,0,1,0,0,1,1
Pooopie123,0,0,0,0,0,1,1,0,0,1,0,0,1
Elokunnt,0,0,0,0,0,0,0,0,0,0,0,1,1
RWood25,0,0,0,1,1,1,1,0,0,1,0,0,0
Sharbing,0,0,0,0,0,0,0,0,0,0,0,1,0
ThePrezInJapan,1,1,1,0,0,0,1,0,1,0,0,1,0
Akhada Gaurav,0,0,0,0,0,0,0,0,0,0,0,1,0
Abdulaziz ttpu,1,0,0,0,0,0,0,0,1,0,0,0,0
Rajvir Singh Randhawa,0,1,0,0,0,0,0,0,1,0,0,1,1
Thetruthwillberevealed,0,0,0,0,0,0,0,0,0,0,0,0,1
Ramhorn2,0,0,1,1,1,0,0,1,1,1,0,1,0
Jpac731,0,1,1,0,1,1,0,0,1,1,0,1,0
Semsi Paco Virchow,1,1,1,1,1,1,1,1,1,1,1,0,0
Mikeycass,0,0,0,0,0,0,0,0,0,0,0,0,1
SakeUPenn,0,0,1,0,1,0,1,0,1,1,1,0,0
Wilson F.Teixeira,0,1,0,0,0,0,0,0,1,0,0,1,0
Johnwstreet,0,1,1,0,0,0,1,1,1,0,0,1,0
Jonnaoh000,0,0,0,0,0,0,0,0,0,0,0,1,1
Nigelrayment,1,0,1,0,0,1,1,1,1,1,0,0,0
Weblicious,0,0,0,0,0,0,0,0,0,0,0,1,0
Phutclique,0,0,0,1,1,1,1,0,0,1,0,0,1
Irishkid4lyf,0,0,0,1,0,1,0,0,0,1,1,0,1
Googleiscooler,0,0,0,1,0,0,0,0,0,1,0,0,1
Liam Dennis is awesome,1,0,1,1,0,1,1,0,1,1,0,0,1
Anthonyhallop,0,1,0,1,1,1,1,0,1,1,0,1,0
NiranjanNawada,0,0,1,1,1,1,1,0,1,1,0,0,0
MINEDUTYMax,1,0,1,0,0,0,1,0,1,0,0,1,0
PETERKETTLEWELL1,0,0,1,0,1,0,0,0,1,1,0,0,1
JoJoAg,1,1,1,0,0,0,1,0,1,0,0,1,0
Killabeestoyolo,0,0,0,0,0,0,0,0,0,0,0,0,1
Stolitsa740,1,1,1,0,0,1,1,0,1,1,1,0,0
Undermig,0,0,0,1,0,1,1,0,0,1,0,1,0
Casketxcutie,0,0,0,0,0,0,0,0,0,0,0,1,0
Mgantony,1,1,1,0,0,0,0,0,1,0,0,1,0
Mavbmf22,1,1,1,1,0,1,1,0,1,1,1,1,0
Julie.palacios4,1,0,1,0,0,0,1,0,1,0,0,1,0
BadKittieKat76,1,1,1,1,1,1,1,0,1,1,1,1,0
Citrusbowler,1,1,1,1,1,1,1,1,1,1,1,1,0
Themaskedgentleman,0,0,0,0,0,1,1,0,0,1,0,0,0
Soleil-FQX,1,1,1,0,0,0,0,0,1,0,0,1,0
Warmholes,0,0,0,1,0,1,1,0,0,1,0,0,1
Salimfayyaz,1,0,1,1,1,0,1,0,1,1,0,0,0
Delangle9,1,1,1,1,1,1,1,1,1,1,1,0,0
Latoya spencer,0,1,1,0,0,0,0,0,1,0,0,1,0
Man of all 123456,0,0,0,0,0,1,1,0,0,1,0,0,1
Yankedoodle,0,0,0,1,1,0,0,0,0,1,0,0,1
Sangketdas,0,1,0,0,0,0,0,0,1,0,0,1,0
Steelers995,0,0,0,0,0,0,0,0,0,0,0,0,1
Sms2014-20,1,1,0,0,0,0,0,0,1,0,0,1,0
Freddie66666,0,0,0,0,0,0,0,0,0,0,0,0,1
Desalinfo,1,1,1,1,1,1,1,1,1,1,1,0,0
Tdoo194,0,0,0,0,0,1,0,0,0,1,0,0,1
Chenzijia,0,1,1,0,0,1,0,0,1,1,0,1,0
Twivus,0,0,1,0,0,0,1,0,1,0,0,0,0
Tuna12346,0,0,0,1,0,1,0,0,0,1,0,0,1
TrystynAlxander,1,1,1,1,1,1,1,0,1,1,1,1,0
Joshbrownnn,0,0,0,1,0,1,1,0,0,1,1,0,1
Luisa Sam,0,0,0,1,0,1,1,0,0,1,0,1,0
Daniel mcgill,0,0,0,0,0,1,1,0,0,1,0,0,1
Austinmtx199,0,0,0,0,0,0,0,0,0,0,0,0,1
TheDARKWizard64,0,0,0,0,0,0,0,0,0,0,0,0,1
Galinjo1,0,0,0,0,0,1,1,0,0,1,0,0,1
CL4RKY1997,0,0,0,0,0,1,1,0,0,1,0,0,1
Adsah98,0,0,1,0,1,0,0,0,1,1,0,1,0
Samsam1245,1,0,0,0,0,1,0,0,1,1,0,1,0
Abadi2030,1,1,0,0,0,0,0,0,1,0,0,0,0
Nightfury555,0,1,0,0,0,0,0,0,1,0,0,1,0
M4SKRILLEX,0,0,0,1,0,1,0,0,0,1,0,0,1
Ducky go rwar,0,0,0,0,0,0,0,0,0,0,0,0,1
Asdfg1234567890,0,0,0,0,1,0,0,0,0,1,0,0,1
Kerri Pomo,0,0,0,0,0,0,0,0,0,0,0,1,1
Lahorepak,0,0,0,0,0,1,1,0,0,1,0,1,0
EXTREMEFIGUREWRESTLING,0,0,0,0,1,1,1,0,0,1,0,0,1
Godukego,0,0,0,1,1,1,1,0,0,1,0,0,1
JamarGaskins7,0,0,0,1,0,1,1,0,0,1,0,0,1
Blaldafdfs,0,0,0,0,0,0,0,0,0,0,0,0,1
CapeTown13,0,0,0,1,1,1,1,1,0,1,1,0,0
I strongly dislike my username.,0,0,0,0,0,0,0,0,0,0,0,1,0
Flamelive 55,0,0,0,0,0,0,0,0,0,0,0,0,0
Prooktastic,0,0,0,0,0,1,1,0,0,1,1,0,1
Biscuitoid,0,0,0,0,1,1,1,0,0,1,0,1,0
Macetyrell,1,0,1,0,0,0,1,0,1,0,0,1,0
Yoshimite,0,0,0,1,0,1,1,0,0,1,1,0,1
Stanley420,0,0,0,1,0,1,0,0,0,1,0,0,1
Rpratesh,1,0,1,1,1,1,1,0,1,1,0,0,0
SimonD1020,0,0,0,0,1,1,1,0,0,1,1,1,0
Alberttheeinstien,0,0,0,1,1,1,1,0,0,1,0,0,1
User2348234234,0,0,0,0,0,1,0,0,0,1,0,0,1
BlazersROCK,0,0,0,0,1,1,0,0,0,1,0,0,1
Opossum52,0,0,1,1,1,1,1,0,1,1,0,0,0
Meganryan121,1,0,1,0,0,0,1,0,1,0,0,1,0
Holmium,1,1,1,0,0,1,0,0,1,1,1,1,0
Mulletman13579,0,0,0,0,1,1,0,0,0,1,0,1,0
Mikemo243,0,0,0,1,1,1,1,0,0,1,0,0,1
The Nbaka is a major lie,0,1,1,0,1,0,0,1,1,1,0,0,1
RedAlertMoorestown,0,1,0,1,1,1,1,0,1,1,0,0,0
Bnseagreen,0,0,0,0,0,1,1,0,0,1,0,0,0
Sgtworley,0,0,0,0,0,1,0,0,0,1,0,0,1
JOSEPH JAKEEM LOZADA,1,0,0,1,0,1,0,0,1,1,0,1,1
Nexyn,1,1,1,1,0,1,1,0,1,1,1,0,0
MyNameIsNotTadpole,0,0,0,1,0,1,1,0,0,1,0,1,1
Hanscat,0,0,0,0,0,1,0,0,0,1,0,0,1
Jiggawhat32,0,0,0,1,0,0,0,0,0,1,0,0,1
Mikeg803,0,0,0,1,0,1,0,0,0,1,0,0,1
XLikeABoss12x,0,0,0,1,0,0,0,0,0,1,0,0,1
Piratenfiber,1,0,1,0,0,1,1,0,1,1,0,1,0
Sunlk456,1,1,1,1,1,1,1,1,1,1,0,1,0
Jonny1967,0,0,0,1,0,1,0,0,0,1,0,0,1
Couchi625,0,0,0,1,0,0,0,0,0,1,0,0,1
JmdPL,1,0,1,1,1,1,1,1,1,1,1,0,0
HelloManDan,0,0,0,0,0,1,0,0,0,1,0,0,1
Divyagullapudi,1,1,1,1,1,1,1,0,1,1,1,0,0
XXTMANTXx,0,0,0,0,0,0,0,0,0,0,0,0,1
Alinaved,1,1,0,1,1,0,0,0,1,1,0,0,0
Dkopwit,1,0,1,0,1,1,1,0,1,1,0,0,1
Msitar,1,1,1,1,0,1,1,0,1,1,0,0,0
Xxxtendo,0,0,1,1,1,1,1,0,1,1,0,1,1
Huhuhuyeye,1,1,0,1,1,1,1,0,1,1,0,1,0
Keenanbeenan,0,0,0,1,0,1,1,0,0,1,0,1,1
Impsswoon,1,1,1,1,1,1,1,1,1,1,1,0,0
Cole.pujara,0,0,1,1,1,1,1,0,1,1,0,0,0
Kevindibacco,0,0,1,0,0,0,1,0,1,0,0,1,0
Jack Graham-Crowther,0,0,0,1,0,0,0,0,0,1,0,0,0
Wostenholm,0,0,0,0,1,1,1,0,0,1,0,0,1
EnderClimaxx,0,1,1,0,0,0,1,0,1,0,0,1,0
Gferadfasfsafasfsa,1,0,1,0,0,0,1,0,1,0,0,0,1
A casual editor,1,1,1,0,0,0,1,0,1,0,0,0,0
Spacemonkey4445,1,1,1,0,0,0,1,0,1,0,0,1,0
Ladyquartermaine,0,1,0,0,0,0,0,0,1,0,0,1,1
Goleafs2014,0,0,1,1,1,1,1,0,1,1,0,0,1
Thelastpishogue,1,0,1,1,0,1,1,1,1,1,1,0,0
Shambo95,0,0,0,1,1,1,1,0,0,1,0,0,1
Cameron9775,0,0,0,0,0,1,0,0,0,1,0,0,1
WantingToBeDresnok,0,0,0,0,0,0,0,0,0,0,0,1,1
Butsmax16,0,0,0,1,0,1,1,0,0,1,0,0,1
Music nerd101,0,0,0,0,0,0,0,0,0,0,0,0,0
Fearjesus,1,1,1,1,1,1,1,0,1,1,0,0,0
VijayGemologister,1,1,1,0,0,0,1,0,1,0,0,1,0
Deonyi,1,1,1,1,1,1,1,0,1,1,1,1,0
Johnny5765876,0,0,0,0,0,0,0,0,0,0,0,0,1
Bobmarcus32,0,0,0,1,0,1,1,0,0,1,0,0,1
EIH EDITOR,1,0,1,1,0,0,1,0,1,1,0,0,1
11porterj,0,0,0,1,1,1,0,0,0,1,0,0,1
Independent investigations,0,0,0,1,0,1,1,0,0,1,0,0,1
Mardochee1,1,1,1,1,1,1,1,0,1,1,1,0,0
Mathildesofia1,0,0,0,1,0,0,0,0,0,1,0,0,1
Imran sadik,0,0,1,1,1,1,1,0,1,1,1,0,0
Klissi,0,0,1,0,0,0,0,0,1,0,0,1,0
Hypnopompus,1,0,1,1,1,1,1,0,1,1,1,0,0
Kazzalove,0,0,0,0,0,1,1,0,0,1,0,0,1
Asdfasdfasdfkmn,0,0,0,0,0,1,1,0,0,1,0,0,1
Rott7,0,0,0,0,0,1,1,0,0,1,0,0,1
Madmango12321,0,0,0,1,0,1,1,0,0,1,0,0,1
Blindknyttstories,0,0,0,0,1,1,0,0,0,1,0,0,1
Anti-Obama Crusader,0,0,0,0,0,1,1,0,0,1,0,0,1
JhedIlocsoTV,1,1,0,0,0,0,0,0,1,0,0,1,0
Chriyu,0,0,0,0,1,1,0,0,0,1,1,1,0
Madhukar.mk,1,1,1,0,0,0,1,0,1,0,0,1,0
Stephencronin23,0,0,0,1,0,1,1,0,0,1,1,1,0
Jordankean69,0,0,0,0,0,1,0,0,0,1,0,0,1
Pakaur,1,1,1,1,1,0,1,0,1,1,1,1,0
Thejewclaw,0,0,0,0,0,1,0,0,0,1,0,0,1
LaurentianShield,1,1,1,1,1,1,1,1,1,1,1,1,0
Jonhmarsh,1,1,1,0,0,0,1,0,1,0,0,1,0
Dylanhilder,0,0,0,0,0,0,0,0,0,0,0,1,1
Willingways786,0,0,0,1,1,1,1,0,0,1,0,1,0
Trynitagain2c,0,0,0,0,0,0,0,0,0,0,0,0,1
Danuk1984,0,0,0,1,0,1,1,0,0,1,1,0,1
Yomario1234,0,0,1,0,0,0,0,0,1,0,0,1,1
Nickjoes0219,0,0,0,1,0,0,0,0,0,1,0,0,1
Trammer93,1,1,1,0,0,0,1,0,1,0,0,0,0
TreCoolGuy,1,1,1,1,1,1,1,1,1,1,1,1,1
Anukriti45,0,0,1,0,0,0,0,0,1,0,0,1,0
Billythekid95678,0,0,0,0,0,0,0,0,0,0,0,0,1
Ksdjscotland,0,0,0,0,0,1,0,0,0,1,0,1,0
Fewfre,1,0,1,0,0,0,1,1,1,0,0,1,0
Alang007,0,0,0,0,0,1,1,0,0,1,0,0,1
Blogvisitor,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase45119,0,0,0,1,0,1,1,0,0,1,0,0,1
ARoble12,1,1,1,0,0,0,1,0,1,0,0,1,0
Canucktunes,1,0,0,1,1,0,0,0,1,1,1,0,0
Mikeman1999,0,0,0,0,0,0,0,0,0,0,0,0,1
Anandcte13,1,0,1,0,0,0,0,0,1,0,0,0,0
Josiahtrachsel,0,0,0,0,0,0,0,0,0,0,0,0,1
Brp101,1,0,0,0,0,0,0,0,1,0,0,1,0
Hailsatin,0,0,0,1,1,1,1,0,0,1,0,0,1
Ahba5p,0,0,0,0,0,1,1,0,0,1,0,0,1
Ablylepus,0,0,0,0,0,1,0,0,0,1,0,0,1
Horsesarereallygreat,0,0,0,0,0,1,0,0,0,1,1,0,1
WakingLife71,1,1,1,1,1,1,1,0,1,1,0,1,0
Jesuspigster,0,0,0,1,0,1,1,0,0,1,0,0,1
Adwerq,0,0,0,0,0,0,0,0,0,0,0,0,1
Shadytheif20,1,1,1,1,1,1,1,0,1,1,1,0,0
Atombomb00,0,0,0,0,0,1,0,0,0,1,1,0,1
Tupetot,0,0,0,0,0,0,0,0,0,0,0,0,0
Joebunkeo,1,1,1,1,1,1,1,0,1,1,1,0,1
Writers Bond,1,1,1,1,1,1,1,0,1,1,1,0,0
DOKATY,0,0,0,1,0,1,1,0,0,1,0,0,1
Jraocsoibe,0,0,0,1,1,1,1,0,0,1,0,0,1
DanielledeMedeiros,0,0,1,0,0,0,1,0,1,0,0,1,0
Johnathan29,1,0,1,1,0,1,1,0,1,1,0,0,1
Fapdaddy101,0,0,0,1,0,1,0,0,0,1,0,0,1
Zandrewlaus,0,0,0,0,0,1,0,0,0,1,0,0,1
Aallnu1,0,0,0,1,1,1,1,0,0,1,0,1,0
Mkissane,0,0,0,1,0,1,1,0,0,1,0,0,0
EZILADNAVLLIWI,0,0,0,0,0,1,1,0,0,1,0,0,1
Jiss Tom Palelil,0,0,1,0,0,1,0,0,1,1,0,1,0
ChrisOBucket,0,0,0,0,0,0,0,0,0,0,0,1,0
VillemoR,0,0,1,1,0,1,1,0,1,1,0,0,0
Yermaww123,0,0,1,1,0,1,1,0,1,1,0,1,1
Bubeem,0,0,0,1,0,0,1,0,0,1,1,0,1
NickoTheSicko,0,0,0,1,0,1,1,0,0,1,0,0,1
Soapy koe,0,0,0,1,0,1,1,0,0,1,0,0,1
Green bystander,0,0,0,0,0,1,1,0,0,1,0,0,1
Alexenter,0,0,0,0,0,0,0,0,0,0,0,0,1
BeesWin,1,0,1,0,0,0,1,0,1,0,0,1,0
MoorTnelis,1,1,1,1,0,1,1,0,1,1,0,1,0
SiriusKarma,0,1,1,0,0,0,1,0,1,0,0,1,0
Bahar.rahsepar,1,1,1,1,1,1,1,1,1,1,0,1,0
Stanleytakaro,0,0,0,0,0,0,0,0,0,0,0,1,0
Saikiran77,0,0,1,1,0,0,1,0,1,1,0,0,0
Cosmic Flames,0,0,1,0,0,0,0,0,1,0,0,1,0
JoeySideFire,0,0,0,1,0,1,0,0,0,1,0,0,0
Sounak181291,1,1,1,0,0,0,1,0,1,0,0,1,0
Rifas Sri Lanka,1,1,0,0,0,0,0,0,1,0,0,1,0
Nencnews,0,0,1,0,0,0,0,0,1,0,0,1,0
Cheekyyau,0,0,0,0,0,0,0,0,0,0,0,1,0
Breelin,0,0,0,1,0,1,1,0,0,1,0,0,1
MrBrianP,0,0,0,0,0,1,1,0,0,1,0,0,1
DeadliestCatchLover9,0,0,0,1,0,1,0,0,0,1,0,1,1
K-Shanky,0,0,0,1,0,1,0,0,0,1,0,0,1
SwiftKey12345,0,0,0,1,0,0,0,0,0,1,0,0,1
Sambo657,0,0,0,1,1,0,0,0,0,1,0,0,1
Visorinfluence1985,0,0,0,1,1,1,1,0,0,1,1,0,1
Nzlimz,1,0,1,0,0,1,1,0,1,1,0,0,0
Caca18,0,0,0,0,0,1,1,0,0,1,0,0,1
Tuning6fork,0,0,0,0,0,0,0,0,0,0,0,1,0
Mleezy53,1,1,1,0,0,0,1,0,1,0,0,1,1
David Malinin,0,0,0,0,1,1,1,0,0,1,0,0,1
BeautifullyGold,0,1,0,0,0,0,0,0,1,0,0,1,0
ThugLyife,0,0,0,1,0,0,0,0,0,1,0,0,1
Pinklaces19,0,0,0,0,0,0,0,0,0,0,0,0,1
Bvpandurangarao,1,1,1,0,0,0,1,0,1,0,0,1,0
Ombeskoft,0,0,0,1,1,1,1,0,0,1,1,0,1
Girlinpink9999,0,0,0,0,1,1,0,0,0,1,0,0,1
Versaceredd,1,0,1,0,0,0,0,0,1,0,0,1,0
Ruidosonewmexico,0,0,0,0,0,0,0,0,0,0,0,0,1
Rayce512,1,0,1,0,0,0,0,0,1,0,0,1,1
UrIdealGamer,0,0,0,1,0,1,1,0,0,1,0,0,1
Myopaindoc,0,0,0,1,1,1,1,0,0,1,0,1,0
Khodabandeh14backupp,1,1,1,0,0,1,1,0,1,1,0,1,0
SalvadorGarciaSWAG,0,0,0,0,0,1,1,0,0,1,0,0,1
Croc1010,0,0,0,0,0,1,1,0,0,1,0,0,1
Wrybit,0,0,1,0,0,0,1,0,1,0,0,1,0
Minhtuan69,0,0,0,1,1,1,1,0,0,1,0,0,1
Jumanji99025,0,0,0,1,0,1,1,0,0,1,0,0,1
Pilotniner,0,0,0,1,1,1,1,0,0,1,0,0,0
DanLi,1,1,1,0,0,1,0,1,1,1,1,0,0
Doruntinasadiku1,1,1,0,1,1,1,0,0,1,1,0,1,0
Afzalpansuvi,0,1,1,0,0,0,0,0,1,0,0,1,0
Ervira101,0,0,0,0,1,0,0,0,0,1,0,0,1
RadicalDame,0,0,0,1,0,1,1,0,0,1,0,0,1
Shelbywiki,0,0,0,0,0,0,0,0,0,0,0,0,0
Gir2rocks,0,0,0,1,0,1,1,0,0,1,1,0,1
Logomens,0,0,0,1,0,1,1,0,0,1,0,0,1
Waxbakad,0,0,0,0,0,0,0,0,0,0,0,0,1
Mpcaylor,0,0,1,0,1,1,1,0,1,1,0,0,0
Rcrumpf,1,1,1,0,0,1,1,0,1,1,0,1,0
Amcwk,0,0,0,1,1,1,1,0,0,1,0,1,0
SushiLuver22,0,0,0,1,1,0,0,0,0,1,0,0,1
Ajayandalex,0,0,0,1,1,1,1,0,0,1,0,0,1
Dillpickle2025,0,0,0,1,1,1,1,0,0,1,0,0,1
Nahtek14,0,0,0,0,0,1,0,0,0,1,1,0,1
Anonymous23456,0,1,1,0,0,0,1,0,1,0,0,0,1
Asaduzzaman9211,0,0,1,0,0,0,0,0,1,0,0,1,0
Dobielarossuo,0,0,0,0,0,0,0,0,0,0,0,0,1
Vereingingen,0,0,1,0,0,0,1,0,1,0,0,1,0
DMutani,1,1,0,0,0,0,0,0,1,0,0,1,0
Jjakacki,0,0,0,1,0,1,1,0,0,1,0,0,1
Starnavy,1,1,0,1,0,1,1,0,1,1,1,0,0
Slapatitty,1,0,1,0,0,0,1,0,1,0,0,0,1
Heastling,0,0,0,0,0,1,1,0,0,1,0,0,1
MidwestCuttlefish,0,0,1,1,1,1,1,1,1,1,1,0,0
대원씨아이,1,0,1,1,0,0,1,0,1,1,0,0,1
Owais2014,0,0,0,1,0,0,0,0,0,1,0,0,1
Googlecolby,0,0,0,0,0,1,0,0,0,1,0,0,1
Dstills21,0,0,0,1,0,0,0,0,0,1,0,0,1
Whityfenix,1,0,1,0,0,0,1,0,1,0,0,1,0
Davesmithdave,0,0,0,0,0,0,0,0,0,0,0,0,1
Starblasternero,0,0,0,1,0,0,0,0,0,1,0,0,1
Dharmendrasingh87,1,0,0,0,0,0,1,0,1,0,0,1,0
CHRISANDJADEN,0,0,0,0,0,0,0,0,0,0,0,0,1
Vanguard Scholar,0,0,0,1,1,1,1,1,0,1,1,0,0
Trololololollolololllollolol,0,0,0,0,0,1,0,0,0,1,0,0,1
Thecarribbeankid,0,0,0,0,0,0,0,0,0,0,0,1,0
Farhan Mahbub,1,1,1,0,0,0,0,0,1,0,0,1,0
Soccergame,0,0,0,1,0,1,1,0,0,1,0,0,1
Poopmonger69,0,0,0,0,0,0,0,0,0,0,0,0,1
Michbriere,1,0,1,0,0,0,1,0,1,0,0,1,0
Prince$$eslol,1,1,1,0,0,0,1,0,1,0,0,0,1
Hopscotch13,0,0,0,1,1,1,1,0,0,1,0,1,0
Snicket30,0,0,0,1,1,1,1,0,0,1,0,1,0
Hyunkevin,1,0,0,0,0,0,0,0,1,0,0,1,0
Twardyyy,0,0,0,1,1,1,0,0,0,1,0,0,1
Pithywilds,0,0,0,0,0,0,0,0,0,0,0,1,0
Roudabout6,0,0,0,0,0,1,0,0,0,1,0,0,1
Zorasingh12,0,1,1,0,0,0,0,0,1,0,0,1,0
Im-a-cow,0,0,1,0,0,0,1,0,1,0,0,0,1
Rosa loveee,0,0,0,1,1,1,1,0,0,1,0,0,1
Timdog35,0,0,0,0,0,0,0,0,0,0,0,0,1
Ryancflam,0,0,0,0,0,0,0,0,0,0,0,1,1
Trollingbob,0,0,0,0,0,0,0,0,0,0,0,0,1
WAFFLES123,0,0,0,0,0,0,0,0,0,0,0,0,1
Drajaysriv,1,1,1,0,1,0,1,0,1,1,0,1,0
Gillan200,0,0,0,0,0,0,0,0,0,0,1,0,1
Littlegit64,0,0,0,0,0,1,0,0,0,1,0,0,1
Jeffreyduran,0,0,1,1,0,1,1,0,1,1,0,0,0
Molnardaniel63,0,0,0,1,0,1,1,1,0,1,1,0,0
Carlosemurillo,0,0,0,1,0,0,1,0,0,1,0,0,1
Wolfshark2014,0,0,0,1,0,1,0,0,0,1,0,0,1
Headshotmaniac,0,0,0,1,0,1,1,0,0,1,0,0,1
Sundaramtiwari,1,0,1,0,0,0,1,0,1,0,0,0,0
Cameron Ehteshami,1,0,1,1,0,1,1,0,1,1,1,1,0
Mohitjaain,0,0,0,0,0,1,0,0,0,1,0,0,0
Inrockuptible,1,1,1,1,1,1,1,0,1,1,1,0,0
JackSpott41,0,1,1,0,0,1,1,0,1,1,0,0,1
Ivan44165,0,0,0,0,0,0,0,0,0,0,0,0,1
Ballafarabey,0,0,0,0,0,0,0,0,0,0,0,0,0
Andersf98,0,0,0,0,0,1,1,0,0,1,0,0,0
Asifakbarbd,1,1,0,0,0,0,0,0,1,0,0,1,0
Liamfellows18,0,0,0,1,0,1,1,0,0,1,0,0,1
Inessa Alaverdyan,0,0,1,1,0,0,1,0,1,1,0,0,0
Deepakmallick1983,1,0,1,0,0,0,0,0,1,0,0,1,0
Tja9708,0,0,0,0,0,1,1,0,0,1,0,0,1
Hhjan,0,0,0,1,0,1,1,0,0,1,0,0,1
Naidupalem,1,1,1,0,0,0,0,0,1,0,0,1,0
MasterAcademyToronto,1,0,1,0,0,0,1,0,1,0,0,1,0
DavidBellos,1,1,1,1,1,1,1,1,1,1,1,1,0
Buttfloss11,0,0,0,0,1,1,0,0,0,1,0,0,1
Bobo shnob,0,0,0,1,0,1,0,0,0,1,1,0,1
Chris123123corner,0,0,0,0,1,1,1,0,0,1,0,0,1
HeatherElizabeth1977,1,1,1,0,0,0,1,0,1,0,0,1,0
Comforvi01,0,0,0,0,0,1,1,0,0,1,0,0,1
